retrievers,hit_rate,mrr,cost_time
embedding_top_1_eval,0.5694444444444444,0.5694444444444444,19.83332633972168
embedding_top_2_eval,0.7291666666666666,0.6493055555555556,22.00770378112793
embedding_top_3_eval,0.7777777777777778,0.6655092592592592,24.778127670288086
embedding_top_4_eval,0.8055555555555556,0.6724537037037037,27.277469635009766
embedding_top_5_eval,0.8333333333333334,0.6780092592592593,30.37738800048828
